year,geo,variable,sector,unit,value,namefile
2020,DEG0E,employment,K-N,THS,2.52,empl.xlsx
2019,DEG0F,employment,K-N,THS,6.09,empl.xlsx
2020,DEG0F,employment,K-N,THS,5.74,empl.xlsx
2019,DEG0G,employment,K-N,THS,3.66,empl.xlsx
2020,DEG0G,employment,K-N,THS,3.6,empl.xlsx
2019,DEG0H,employment,K-N,THS,3.53,empl.xlsx
2020,DEG0H,employment,K-N,THS,3.47,empl.xlsx
2019,DEG0I,employment,K-N,THS,5.68,empl.xlsx
2020,DEG0I,employment,K-N,THS,5.41,empl.xlsx
2019,DEG0J,employment,K-N,THS,3.78,empl.xlsx
2020,DEG0J,employment,K-N,THS,3.8,empl.xlsx
2019,DEG0K,employment,K-N,THS,3.51,empl.xlsx
2020,DEG0K,employment,K-N,THS,3.39,empl.xlsx
2019,DEG0L,employment,K-N,THS,3.57,empl.xlsx
2020,DEG0L,employment,K-N,THS,3.41,empl.xlsx
2019,DEG0M,employment,K-N,THS,3.84,empl.xlsx
2020,DEG0M,employment,K-N,THS,3.78,empl.xlsx
2019,DEG0N,employment,K-N,THS,5.31,empl.xlsx
2020,DEG0N,employment,K-N,THS,5.3,empl.xlsx
2019,DEG0P,employment,K-N,THS,6.73,empl.xlsx
2020,DEG0P,employment,K-N,THS,6.38,empl.xlsx
2019,DK011,employment,K-N,THS,115,empl.xlsx
2020,DK011,employment,K-N,THS,111,empl.xlsx
2021,DK011,employment,K-N,THS,113,empl.xlsx
2019,DK012,employment,K-N,THS,74,empl.xlsx
2020,DK012,employment,K-N,THS,75,empl.xlsx
2021,DK012,employment,K-N,THS,77,empl.xlsx
2019,DK013,employment,K-N,THS,30,empl.xlsx
2020,DK013,employment,K-N,THS,30,empl.xlsx
2021,DK013,employment,K-N,THS,31,empl.xlsx
2019,DK014,employment,K-N,THS,2,empl.xlsx
2020,DK014,employment,K-N,THS,2,empl.xlsx
2021,DK014,employment,K-N,THS,2,empl.xlsx
2019,DK021,employment,K-N,THS,14,empl.xlsx
2020,DK021,employment,K-N,THS,14,empl.xlsx
2021,DK021,employment,K-N,THS,15,empl.xlsx
2019,DK022,employment,K-N,THS,26,empl.xlsx
2020,DK022,employment,K-N,THS,26,empl.xlsx
2021,DK022,employment,K-N,THS,27,empl.xlsx
2019,DK031,employment,K-N,THS,28,empl.xlsx
2020,DK031,employment,K-N,THS,28,empl.xlsx
2021,DK031,employment,K-N,THS,29,empl.xlsx
2019,DK032,employment,K-N,THS,44,empl.xlsx
2020,DK032,employment,K-N,THS,42,empl.xlsx
2021,DK032,employment,K-N,THS,44,empl.xlsx
2019,DK041,employment,K-N,THS,23,empl.xlsx
2020,DK041,employment,K-N,THS,22,empl.xlsx
2021,DK041,employment,K-N,THS,23,empl.xlsx
2019,DK042,employment,K-N,THS,69,empl.xlsx
2020,DK042,employment,K-N,THS,68,empl.xlsx
2021,DK042,employment,K-N,THS,70,empl.xlsx
2019,DK050,employment,K-N,THS,32,empl.xlsx
2020,DK050,employment,K-N,THS,32,empl.xlsx
2021,DK050,employment,K-N,THS,33,empl.xlsx
2019,DKZZZ,employment,K-N,THS,0,empl.xlsx
2020,DKZZZ,employment,K-N,THS,0,empl.xlsx
2021,DKZZZ,employment,K-N,THS,0,empl.xlsx
2019,EE001,employment,K-N,THS,52.95,empl.xlsx
2020,EE001,employment,K-N,THS,53.07,empl.xlsx
2021,EE001,employment,K-N,THS,54.29,empl.xlsx
2019,EE008,employment,K-N,THS,11.92,empl.xlsx
2020,EE008,employment,K-N,THS,10.26,empl.xlsx
2021,EE008,employment,K-N,THS,12.05,empl.xlsx
2019,EL301,employment,K-N,THS,55.07,empl.xlsx
2020,EL301,employment,K-N,THS,54.16,empl.xlsx
2019,EL302,employment,K-N,THS,13.25,empl.xlsx
2020,EL302,employment,K-N,THS,13.02,empl.xlsx
2019,EL303,employment,K-N,THS,128.49,empl.xlsx
2020,EL303,employment,K-N,THS,126.75,empl.xlsx
2019,EL304,employment,K-N,THS,32.59,empl.xlsx
2020,EL304,employment,K-N,THS,32.2,empl.xlsx
2019,EL305,employment,K-N,THS,25.13,empl.xlsx
2020,EL305,employment,K-N,THS,24.68,empl.xlsx
2019,EL306,employment,K-N,THS,7.26,empl.xlsx
2020,EL306,employment,K-N,THS,7.12,empl.xlsx
2019,EL307,employment,K-N,THS,23.92,empl.xlsx
2020,EL307,employment,K-N,THS,23.52,empl.xlsx
2019,EL411,employment,K-N,THS,3.51,empl.xlsx
2020,EL411,employment,K-N,THS,3.36,empl.xlsx
2019,EL412,employment,K-N,THS,1.21,empl.xlsx
2020,EL412,employment,K-N,THS,1.15,empl.xlsx
2019,EL413,employment,K-N,THS,1.8,empl.xlsx
2020,EL413,employment,K-N,THS,1.74,empl.xlsx
2019,EL421,employment,K-N,THS,8.06,empl.xlsx
2020,EL421,employment,K-N,THS,7.93,empl.xlsx
2019,EL422,employment,K-N,THS,4.52,empl.xlsx
2020,EL422,employment,K-N,THS,4.41,empl.xlsx
2019,EL431,employment,K-N,THS,14.23,empl.xlsx
2020,EL431,employment,K-N,THS,13.94,empl.xlsx
2019,EL432,employment,K-N,THS,1.92,empl.xlsx
2020,EL432,employment,K-N,THS,1.91,empl.xlsx
2019,EL433,employment,K-N,THS,1.66,empl.xlsx
2020,EL433,employment,K-N,THS,1.66,empl.xlsx
2019,EL434,employment,K-N,THS,4.75,empl.xlsx
2020,EL434,employment,K-N,THS,4.64,empl.xlsx
2019,EL511,employment,K-N,THS,3.02,empl.xlsx
2020,EL511,employment,K-N,THS,2.93,empl.xlsx
2019,EL512,employment,K-N,THS,4.41,empl.xlsx
2020,EL512,employment,K-N,THS,4.19,empl.xlsx
2019,EL513,employment,K-N,THS,2.76,empl.xlsx
2020,EL513,employment,K-N,THS,2.64,empl.xlsx
2019,EL514,employment,K-N,THS,1.72,empl.xlsx
2020,EL514,employment,K-N,THS,1.69,empl.xlsx
2019,EL515,employment,K-N,THS,4.58,empl.xlsx
2020,EL515,employment,K-N,THS,4.43,empl.xlsx
2019,EL521,employment,K-N,THS,3.43,empl.xlsx
2020,EL521,employment,K-N,THS,3.33,empl.xlsx
2019,EL522,employment,K-N,THS,64.37,empl.xlsx
2020,EL522,employment,K-N,THS,63.48,empl.xlsx
2019,EL523,employment,K-N,THS,1.46,empl.xlsx
2020,EL523,employment,K-N,THS,1.42,empl.xlsx
2019,EL524,employment,K-N,THS,2.73,empl.xlsx
2020,EL524,employment,K-N,THS,2.62,empl.xlsx
2019,EL525,employment,K-N,THS,3.18,empl.xlsx
2020,EL525,employment,K-N,THS,3.05,empl.xlsx
2019,EL526,employment,K-N,THS,2.7,empl.xlsx
2020,EL526,employment,K-N,THS,2.63,empl.xlsx
2019,EL527,employment,K-N,THS,2.18,empl.xlsx
2020,EL527,employment,K-N,THS,2.09,empl.xlsx
2019,EL531,employment,K-N,THS,4.21,empl.xlsx
2020,EL531,employment,K-N,THS,4.09,empl.xlsx
2019,EL532,employment,K-N,THS,1.25,empl.xlsx
2020,EL532,employment,K-N,THS,1.19,empl.xlsx
2019,EL533,employment,K-N,THS,1.1,empl.xlsx
2020,EL533,employment,K-N,THS,1.05,empl.xlsx
2019,EL541,employment,K-N,THS,2.75,empl.xlsx
2020,EL541,employment,K-N,THS,2.65,empl.xlsx
2019,EL542,employment,K-N,THS,0.98,empl.xlsx
2020,EL542,employment,K-N,THS,0.94,empl.xlsx
2019,EL543,employment,K-N,THS,6.5,empl.xlsx
2020,EL543,employment,K-N,THS,6.29,empl.xlsx
2019,EL611,employment,K-N,THS,6.37,empl.xlsx
2020,EL611,employment,K-N,THS,6.15,empl.xlsx
2019,EL612,employment,K-N,THS,10.7,empl.xlsx
2020,EL612,employment,K-N,THS,10.38,empl.xlsx
2019,EL613,employment,K-N,THS,4.05,empl.xlsx
2020,EL613,employment,K-N,THS,4.02,empl.xlsx
2019,EL621,employment,K-N,THS,2.66,empl.xlsx
2020,EL621,employment,K-N,THS,2.53,empl.xlsx
2019,EL622,employment,K-N,THS,3.61,empl.xlsx
2020,EL622,employment,K-N,THS,3.52,empl.xlsx
2019,EL623,employment,K-N,THS,1.28,empl.xlsx
2020,EL623,employment,K-N,THS,1.22,empl.xlsx
2019,EL624,employment,K-N,THS,0.75,empl.xlsx
2020,EL624,employment,K-N,THS,0.72,empl.xlsx
2019,EL631,employment,K-N,THS,3.49,empl.xlsx
2020,EL631,employment,K-N,THS,3.44,empl.xlsx
2019,EL632,employment,K-N,THS,9.46,empl.xlsx
2020,EL632,employment,K-N,THS,9.23,empl.xlsx
2019,EL633,employment,K-N,THS,3.75,empl.xlsx
2020,EL633,employment,K-N,THS,3.62,empl.xlsx
2019,EL641,employment,K-N,THS,3.02,empl.xlsx
2020,EL641,employment,K-N,THS,2.96,empl.xlsx
2019,EL642,employment,K-N,THS,4.14,empl.xlsx
2020,EL642,employment,K-N,THS,4.12,empl.xlsx
2019,EL643,employment,K-N,THS,0.5,empl.xlsx
2020,EL643,employment,K-N,THS,0.48,empl.xlsx
2019,EL644,employment,K-N,THS,5.28,empl.xlsx
2020,EL644,employment,K-N,THS,5.18,empl.xlsx
2019,EL645,employment,K-N,THS,0.69,empl.xlsx
2020,EL645,employment,K-N,THS,0.67,empl.xlsx
2019,EL651,employment,K-N,THS,5.34,empl.xlsx
2020,EL651,employment,K-N,THS,5.14,empl.xlsx
2019,EL652,employment,K-N,THS,4.19,empl.xlsx
2020,EL652,employment,K-N,THS,4.12,empl.xlsx
2019,EL653,employment,K-N,THS,6.12,empl.xlsx
2020,EL653,employment,K-N,THS,5.92,empl.xlsx
2019,ES111,employment,K-N,THS,68.4,empl.xlsx
2020,ES111,employment,K-N,THS,67.7,empl.xlsx
2019,ES112,employment,K-N,THS,12.6,empl.xlsx
2020,ES112,employment,K-N,THS,12.3,empl.xlsx
2019,ES113,employment,K-N,THS,10.6,empl.xlsx
2020,ES113,employment,K-N,THS,10.4,empl.xlsx
2019,ES114,employment,K-N,THS,49.2,empl.xlsx
2020,ES114,employment,K-N,THS,48.4,empl.xlsx
2019,ES120,employment,K-N,THS,54.1,empl.xlsx
2020,ES120,employment,K-N,THS,50.8,empl.xlsx
2019,ES130,employment,K-N,THS,29,empl.xlsx
2020,ES130,employment,K-N,THS,28.6,empl.xlsx
2019,ES211,employment,K-N,THS,21.2,empl.xlsx
2020,ES211,employment,K-N,THS,20.3,empl.xlsx
2019,ES212,employment,K-N,THS,43.1,empl.xlsx
2020,ES212,employment,K-N,THS,42.2,empl.xlsx
2019,ES213,employment,K-N,THS,80.7,empl.xlsx
2020,ES213,employment,K-N,THS,80.1,empl.xlsx
2019,ES220,employment,K-N,THS,36.3,empl.xlsx
2020,ES220,employment,K-N,THS,34.7,empl.xlsx
2019,ES230,employment,K-N,THS,16.2,empl.xlsx
2020,ES230,employment,K-N,THS,16.7,empl.xlsx
2019,ES241,employment,K-N,THS,10.6,empl.xlsx
2020,ES241,employment,K-N,THS,10.3,empl.xlsx
2019,ES242,employment,K-N,THS,5,empl.xlsx
2020,ES242,employment,K-N,THS,4.8,empl.xlsx
2019,ES243,employment,K-N,THS,63.6,empl.xlsx
2020,ES243,employment,K-N,THS,62.6,empl.xlsx
2019,ES300,employment,K-N,THS,815,empl.xlsx
2020,ES300,employment,K-N,THS,813.4,empl.xlsx
2019,ES411,employment,K-N,THS,5.4,empl.xlsx
2020,ES411,employment,K-N,THS,5.2,empl.xlsx
2019,ES412,employment,K-N,THS,18.3,empl.xlsx
2020,ES412,employment,K-N,THS,17.1,empl.xlsx
2019,ES413,employment,K-N,THS,20.9,empl.xlsx
2020,ES413,employment,K-N,THS,20.2,empl.xlsx
2019,ES414,employment,K-N,THS,8,empl.xlsx
2020,ES414,employment,K-N,THS,7.2,empl.xlsx
2019,ES415,employment,K-N,THS,14.8,empl.xlsx
2020,ES415,employment,K-N,THS,14.4,empl.xlsx
2019,ES416,employment,K-N,THS,6.7,empl.xlsx
2020,ES416,employment,K-N,THS,6.3,empl.xlsx
2019,ES417,employment,K-N,THS,3.5,empl.xlsx
2020,ES417,employment,K-N,THS,3.4,empl.xlsx
2019,ES418,employment,K-N,THS,36.2,empl.xlsx
2020,ES418,employment,K-N,THS,34.7,empl.xlsx
2019,ES419,employment,K-N,THS,5.8,empl.xlsx
2020,ES419,employment,K-N,THS,5.6,empl.xlsx
2019,ES421,employment,K-N,THS,12.9,empl.xlsx
2020,ES421,employment,K-N,THS,13.3,empl.xlsx
2019,ES422,employment,K-N,THS,15.2,empl.xlsx
2020,ES422,employment,K-N,THS,15.5,empl.xlsx
2019,ES423,employment,K-N,THS,5.9,empl.xlsx
2020,ES423,employment,K-N,THS,5.9,empl.xlsx
2019,ES424,employment,K-N,THS,14.6,empl.xlsx
2020,ES424,employment,K-N,THS,14.1,empl.xlsx
2019,ES425,employment,K-N,THS,23.5,empl.xlsx
2020,ES425,employment,K-N,THS,24.5,empl.xlsx
2019,ES431,employment,K-N,THS,25.2,empl.xlsx
2020,ES431,employment,K-N,THS,26.6,empl.xlsx
2019,ES432,employment,K-N,THS,13.9,empl.xlsx
2020,ES432,employment,K-N,THS,14.5,empl.xlsx
2019,ES511,employment,K-N,THS,524.7,empl.xlsx
2020,ES511,employment,K-N,THS,513.6,empl.xlsx
2019,ES512,employment,K-N,THS,42.4,empl.xlsx
2020,ES512,employment,K-N,THS,41.2,empl.xlsx
2019,ES513,employment,K-N,THS,20.2,empl.xlsx
2020,ES513,employment,K-N,THS,20.2,empl.xlsx
2019,ES514,employment,K-N,THS,43.2,empl.xlsx
2020,ES514,employment,K-N,THS,42.4,empl.xlsx
2019,ES521,employment,K-N,THS,91.3,empl.xlsx
2020,ES521,employment,K-N,THS,91.8,empl.xlsx
2019,ES522,employment,K-N,THS,27.4,empl.xlsx
2020,ES522,employment,K-N,THS,27.2,empl.xlsx
2019,ES523,employment,K-N,THS,154.6,empl.xlsx
2020,ES523,employment,K-N,THS,158.2,empl.xlsx
2019,ES531,employment,K-N,THS,7.7,empl.xlsx
2020,ES531,employment,K-N,THS,7.1,empl.xlsx
2019,ES532,employment,K-N,THS,63.7,empl.xlsx
2020,ES532,employment,K-N,THS,59,empl.xlsx
2019,ES533,employment,K-N,THS,3.3,empl.xlsx
2020,ES533,employment,K-N,THS,3.1,empl.xlsx
2019,ES611,employment,K-N,THS,26.6,empl.xlsx
2020,ES611,employment,K-N,THS,26.2,empl.xlsx
2019,ES612,employment,K-N,THS,48,empl.xlsx
2020,ES612,employment,K-N,THS,47.5,empl.xlsx
2019,ES613,employment,K-N,THS,29.8,empl.xlsx
2020,ES613,employment,K-N,THS,29.2,empl.xlsx
2019,ES614,employment,K-N,THS,39.9,empl.xlsx
2020,ES614,employment,K-N,THS,38.5,empl.xlsx
2019,ES615,employment,K-N,THS,18.2,empl.xlsx
2020,ES615,employment,K-N,THS,17.5,empl.xlsx
2019,ES616,employment,K-N,THS,21.3,empl.xlsx
2020,ES616,employment,K-N,THS,20.4,empl.xlsx
2019,ES617,employment,K-N,THS,108.2,empl.xlsx
2020,ES617,employment,K-N,THS,103.6,empl.xlsx
2019,ES618,employment,K-N,THS,119.8,empl.xlsx
2020,ES618,employment,K-N,THS,116.1,empl.xlsx
2019,ES620,employment,K-N,THS,78.2,empl.xlsx
2020,ES620,employment,K-N,THS,80.4,empl.xlsx
2019,ES630,employment,K-N,THS,2.6,empl.xlsx
2020,ES630,employment,K-N,THS,2.6,empl.xlsx
2019,ES640,employment,K-N,THS,3.3,empl.xlsx
2020,ES640,employment,K-N,THS,3.3,empl.xlsx
2019,ES703,employment,K-N,THS,0.4,empl.xlsx
2020,ES703,employment,K-N,THS,0.4,empl.xlsx
2019,ES704,employment,K-N,THS,5.9,empl.xlsx
2020,ES704,employment,K-N,THS,5.3,empl.xlsx
2019,ES705,employment,K-N,THS,45.8,empl.xlsx
2020,ES705,employment,K-N,THS,44.3,empl.xlsx
2019,ES706,employment,K-N,THS,0.7,empl.xlsx
2020,ES706,employment,K-N,THS,0.7,empl.xlsx
2019,ES707,employment,K-N,THS,3.4,empl.xlsx
2020,ES707,employment,K-N,THS,3.4,empl.xlsx
2019,ES708,employment,K-N,THS,8.8,empl.xlsx
2020,ES708,employment,K-N,THS,7.7,empl.xlsx
2019,ES709,employment,K-N,THS,49.7,empl.xlsx
2020,ES709,employment,K-N,THS,46.9,empl.xlsx
2019,ESZZZ,employment,K-N,THS,0.2,empl.xlsx
2020,ESZZZ,employment,K-N,THS,0.1,empl.xlsx
2019,FI193,employment,K-N,THS,13.84,empl.xlsx
2020,FI193,employment,K-N,THS,13.84,empl.xlsx
2019,FI194,employment,K-N,THS,7.63,empl.xlsx
2020,FI194,employment,K-N,THS,7.39,empl.xlsx
2019,FI195,employment,K-N,THS,9.36,empl.xlsx
2020,FI195,employment,K-N,THS,9.56,empl.xlsx
2019,FI196,employment,K-N,THS,10.42,empl.xlsx
2020,FI196,employment,K-N,THS,10.46,empl.xlsx
2019,FI197,employment,K-N,THS,37.75,empl.xlsx
2020,FI197,employment,K-N,THS,36.47,empl.xlsx
2019,FI1B1,employment,K-N,THS,213.89,empl.xlsx
2020,FI1B1,employment,K-N,THS,207.6,empl.xlsx
2019,FI1C1,employment,K-N,THS,34.06,empl.xlsx
2020,FI1C1,employment,K-N,THS,32.93,empl.xlsx
2019,FI1C2,employment,K-N,THS,8.81,empl.xlsx
2020,FI1C2,employment,K-N,THS,9.63,empl.xlsx
2019,FI1C3,employment,K-N,THS,10.73,empl.xlsx
2020,FI1C3,employment,K-N,THS,10.08,empl.xlsx
2019,FI1C4,employment,K-N,THS,8.02,empl.xlsx
2020,FI1C4,employment,K-N,THS,8.18,empl.xlsx
2019,FI1C5,employment,K-N,THS,6.35,empl.xlsx
2020,FI1C5,employment,K-N,THS,6.34,empl.xlsx
2019,FI1D1,employment,K-N,THS,5.04,empl.xlsx
2020,FI1D1,employment,K-N,THS,5.1,empl.xlsx
2019,FI1D2,employment,K-N,THS,13.62,empl.xlsx
2020,FI1D2,employment,K-N,THS,13.52,empl.xlsx
2019,FI1D3,employment,K-N,THS,6.52,empl.xlsx
2020,FI1D3,employment,K-N,THS,6.36,empl.xlsx
2019,FI1D5,employment,K-N,THS,2.65,empl.xlsx
2020,FI1D5,employment,K-N,THS,2.68,empl.xlsx
2019,FI1D7,employment,K-N,THS,9.39,empl.xlsx
2020,FI1D7,employment,K-N,THS,9.17,empl.xlsx
2019,FI1D8,employment,K-N,THS,3.79,empl.xlsx
2020,FI1D8,employment,K-N,THS,3.55,empl.xlsx
2019,FI1D9,employment,K-N,THS,23.34,empl.xlsx
2020,FI1D9,employment,K-N,THS,23.16,empl.xlsx
2019,FI200,employment,K-N,THS,1.59,empl.xlsx
2020,FI200,employment,K-N,THS,1.68,empl.xlsx
2019,FR101,employment,K-N,THS,677.68,empl.xlsx
2020,FR101,employment,K-N,THS,657.64,empl.xlsx
2021,FR101,employment,K-N,THS,688.72,empl.xlsx
2019,FR102,employment,K-N,THS,90.12,empl.xlsx
2020,FR102,employment,K-N,THS,87.53,empl.xlsx
2021,FR102,employment,K-N,THS,92.16,empl.xlsx
2019,FR103,employment,K-N,THS,124.15,empl.xlsx
2020,FR103,employment,K-N,THS,120.64,empl.xlsx
2021,FR103,employment,K-N,THS,127.17,empl.xlsx
2019,FR104,employment,K-N,THS,115.76,empl.xlsx
2020,FR104,employment,K-N,THS,114.52,empl.xlsx
2021,FR104,employment,K-N,THS,120.96,empl.xlsx
2019,FR105,employment,K-N,THS,421.4,empl.xlsx
2020,FR105,employment,K-N,THS,403.28,empl.xlsx
2021,FR105,employment,K-N,THS,423.56,empl.xlsx
2019,FR106,employment,K-N,THS,148.47,empl.xlsx
2020,FR106,employment,K-N,THS,145.69,empl.xlsx
2021,FR106,employment,K-N,THS,153.03,empl.xlsx
2019,FR107,employment,K-N,THS,130.81,empl.xlsx
2020,FR107,employment,K-N,THS,124.59,empl.xlsx
2021,FR107,employment,K-N,THS,130.59,empl.xlsx
2019,FR108,employment,K-N,THS,72.97,empl.xlsx
2020,FR108,employment,K-N,THS,71.99,empl.xlsx
2021,FR108,employment,K-N,THS,75.81,empl.xlsx
2019,FRB01,employment,K-N,THS,14.78,empl.xlsx
2020,FRB01,employment,K-N,THS,15.03,empl.xlsx
2021,FRB01,employment,K-N,THS,15.77,empl.xlsx
2019,FRB02,employment,K-N,THS,25.26,empl.xlsx
2020,FRB02,employment,K-N,THS,25.21,empl.xlsx
2021,FRB02,employment,K-N,THS,26.48,empl.xlsx
2019,FRB03,employment,K-N,THS,11.04,empl.xlsx
2020,FRB03,employment,K-N,THS,10.15,empl.xlsx
2021,FRB03,employment,K-N,THS,10.66,empl.xlsx
2019,FRB04,employment,K-N,THS,44.39,empl.xlsx
2020,FRB04,employment,K-N,THS,44.39,empl.xlsx
2021,FRB04,employment,K-N,THS,46.56,empl.xlsx
2019,FRB05,employment,K-N,THS,23.4,empl.xlsx
2020,FRB05,employment,K-N,THS,23.53,empl.xlsx
2021,FRB05,employment,K-N,THS,24.71,empl.xlsx
2019,FRB06,employment,K-N,THS,58.91,empl.xlsx
2020,FRB06,employment,K-N,THS,58.84,empl.xlsx
2021,FRB06,employment,K-N,THS,61.87,empl.xlsx
2019,FRC11,employment,K-N,THS,41.23,empl.xlsx
2020,FRC11,employment,K-N,THS,40.6,empl.xlsx
2021,FRC11,employment,K-N,THS,42.67,empl.xlsx
2019,FRC12,employment,K-N,THS,11.39,empl.xlsx
2020,FRC12,employment,K-N,THS,10.58,empl.xlsx
2021,FRC12,employment,K-N,THS,11.12,empl.xlsx
2019,FRC13,employment,K-N,THS,30.78,empl.xlsx
2020,FRC13,employment,K-N,THS,30.94,empl.xlsx
2021,FRC13,employment,K-N,THS,32.54,empl.xlsx
2019,FRC14,employment,K-N,THS,17.72,empl.xlsx
2020,FRC14,employment,K-N,THS,17.26,empl.xlsx
2021,FRC14,employment,K-N,THS,18.14,empl.xlsx
2019,FRC21,employment,K-N,THS,38.26,empl.xlsx
2020,FRC21,employment,K-N,THS,35.13,empl.xlsx
2021,FRC21,employment,K-N,THS,36.89,empl.xlsx
2019,FRC22,employment,K-N,THS,12.06,empl.xlsx
2020,FRC22,employment,K-N,THS,12.4,empl.xlsx
2021,FRC22,employment,K-N,THS,13.03,empl.xlsx
2019,FRC23,employment,K-N,THS,8.65,empl.xlsx
2020,FRC23,employment,K-N,THS,8.76,empl.xlsx
2021,FRC23,employment,K-N,THS,9.21,empl.xlsx
2019,FRC24,employment,K-N,THS,11,empl.xlsx
2020,FRC24,employment,K-N,THS,10.07,empl.xlsx
2021,FRC24,employment,K-N,THS,10.62,empl.xlsx
2019,FRD11,employment,K-N,THS,48.95,empl.xlsx
2020,FRD11,employment,K-N,THS,47.71,empl.xlsx
2021,FRD11,employment,K-N,THS,50.04,empl.xlsx
2019,FRD12,employment,K-N,THS,25.94,empl.xlsx
2020,FRD12,employment,K-N,THS,25.4,empl.xlsx
2021,FRD12,employment,K-N,THS,26.71,empl.xlsx
2019,FRD13,employment,K-N,THS,11.2,empl.xlsx
2020,FRD13,employment,K-N,THS,11.45,empl.xlsx
2021,FRD13,employment,K-N,THS,12,empl.xlsx
2019,FRD21,employment,K-N,THS,29.19,empl.xlsx
2020,FRD21,employment,K-N,THS,28.71,empl.xlsx
2021,FRD21,employment,K-N,THS,30.2,empl.xlsx
2019,FRD22,employment,K-N,THS,89.73,empl.xlsx
2020,FRD22,employment,K-N,THS,89.56,empl.xlsx
2021,FRD22,employment,K-N,THS,94.09,empl.xlsx
2019,FRE11,employment,K-N,THS,226.25,empl.xlsx
2020,FRE11,employment,K-N,THS,227.01,empl.xlsx
2021,FRE11,employment,K-N,THS,238.82,empl.xlsx
2019,FRE12,employment,K-N,THS,80.46,empl.xlsx
2020,FRE12,employment,K-N,THS,80.35,empl.xlsx
2021,FRE12,employment,K-N,THS,84.61,empl.xlsx
2019,FRE21,employment,K-N,THS,22.1,empl.xlsx
2020,FRE21,employment,K-N,THS,22.32,empl.xlsx
2021,FRE21,employment,K-N,THS,23.46,empl.xlsx
2019,FRE22,employment,K-N,THS,44.77,empl.xlsx
2020,FRE22,employment,K-N,THS,44.93,empl.xlsx
2021,FRE22,employment,K-N,THS,47.28,empl.xlsx
2019,FRE23,employment,K-N,THS,34.97,empl.xlsx
2020,FRE23,employment,K-N,THS,33.7,empl.xlsx
2021,FRE23,employment,K-N,THS,35.48,empl.xlsx
2019,FRF11,employment,K-N,THS,92.86,empl.xlsx
2020,FRF11,employment,K-N,THS,90.92,empl.xlsx
2021,FRF11,employment,K-N,THS,95.49,empl.xlsx
2019,FRF12,employment,K-N,THS,43.34,empl.xlsx
2020,FRF12,employment,K-N,THS,41.94,empl.xlsx
2021,FRF12,employment,K-N,THS,44.08,empl.xlsx
2019,FRF21,employment,K-N,THS,11.31,empl.xlsx
2020,FRF21,employment,K-N,THS,10.85,empl.xlsx
2021,FRF21,employment,K-N,THS,11.39,empl.xlsx
2019,FRF22,employment,K-N,THS,18.83,empl.xlsx
2020,FRF22,employment,K-N,THS,18.87,empl.xlsx
2021,FRF22,employment,K-N,THS,19.85,empl.xlsx
2019,FRF23,employment,K-N,THS,40.38,empl.xlsx
2020,FRF23,employment,K-N,THS,38.97,empl.xlsx
2021,FRF23,employment,K-N,THS,40.91,empl.xlsx
2019,FRF24,employment,K-N,THS,11.39,empl.xlsx
2020,FRF24,employment,K-N,THS,10.63,empl.xlsx
2021,FRF24,employment,K-N,THS,11.21,empl.xlsx
2019,FRF31,employment,K-N,THS,43.43,empl.xlsx
2020,FRF31,employment,K-N,THS,43.41,empl.xlsx
2021,FRF31,employment,K-N,THS,45.62,empl.xlsx
2019,FRF32,employment,K-N,THS,7.22,empl.xlsx
2020,FRF32,employment,K-N,THS,7.18,empl.xlsx
2021,FRF32,employment,K-N,THS,7.54,empl.xlsx
2019,FRF33,employment,K-N,THS,58.75,empl.xlsx
2020,FRF33,employment,K-N,THS,57.39,empl.xlsx
2021,FRF33,employment,K-N,THS,60.43,empl.xlsx
2019,FRF34,employment,K-N,THS,17.65,empl.xlsx
2020,FRF34,employment,K-N,THS,17.46,empl.xlsx
2021,FRF34,employment,K-N,THS,18.33,empl.xlsx
2019,FRG01,employment,K-N,THS,149.26,empl.xlsx
2020,FRG01,employment,K-N,THS,143.08,empl.xlsx
2021,FRG01,employment,K-N,THS,150.42,empl.xlsx
2019,FRG02,employment,K-N,THS,56.62,empl.xlsx
2020,FRG02,employment,K-N,THS,56.39,empl.xlsx
2021,FRG02,employment,K-N,THS,59.26,empl.xlsx
2019,FRG03,employment,K-N,THS,21.97,empl.xlsx
2020,FRG03,employment,K-N,THS,22.11,empl.xlsx
2021,FRG03,employment,K-N,THS,23.27,empl.xlsx
2019,FRG04,employment,K-N,THS,37.41,empl.xlsx
2020,FRG04,employment,K-N,THS,37.17,empl.xlsx
2021,FRG04,employment,K-N,THS,38.99,empl.xlsx
2019,FRG05,employment,K-N,THS,44.23,empl.xlsx
2020,FRG05,employment,K-N,THS,43.42,empl.xlsx
2021,FRG05,employment,K-N,THS,45.7,empl.xlsx
2019,FRH01,employment,K-N,THS,35.04,empl.xlsx
2020,FRH01,employment,K-N,THS,34.38,empl.xlsx
2021,FRH01,employment,K-N,THS,36.15,empl.xlsx
2019,FRH02,employment,K-N,THS,56.42,empl.xlsx
2020,FRH02,employment,K-N,THS,57.03,empl.xlsx
2021,FRH02,employment,K-N,THS,59.78,empl.xlsx
2019,FRH03,employment,K-N,THS,99.31,empl.xlsx
2020,FRH03,employment,K-N,THS,96.65,empl.xlsx
2021,FRH03,employment,K-N,THS,101.69,empl.xlsx
2019,FRH04,employment,K-N,THS,43.49,empl.xlsx
